"X","Y"
1.26295428488079,1
-0.326233360705649,1
1.3297992629225,1
1.2724293214294,1
0.414641434456408,1
-1.53995004190371,1
-0.928567034713538,1
-0.29472044679056,1
-0.00576717274753696,1
2.40465338885795,1
0.76359346114046,1
-0.799009248989368,1
-1.14765700923635,1
-0.289461573688223,1
-0.299215117897316,1
-0.411510832795067,1
0.252223448156132,1
-0.891921127284569,1
0.435683299355719,1
-1.23753842192996,1
-0.224267885278309,1
0.377395645981701,1
0.133336360814841,1
0.804189509744908,1
-0.0571067743838088,1
0.503607972233726,1
1.08576936214569,1
-0.69095383969683,1
-1.28459935387219,1
0.046726172188352,1
-0.235706556439501,1
-0.542888255010254,1
-0.433310317456782,1
-0.649471646796233,1
0.726750747385451,1
1.1519117540872,1
0.992160365445798,1
-0.429513109491881,1
1.23830410085338,1
-0.279346281854269,1
1.75790308981071,1
0.560746090888056,1
-0.452783972553158,1
-0.832043296117832,1
-1.16657054708471,1
-1.0655905803883,1
-1.563782051071,1
1.15653699715018,1
0.83204712857239,1
-0.227328691424755,1
0.266137361672105,1
-0.376702718583628,1
2.44136462889459,1
-0.795339117255372,1
-0.0548774737115786,1
0.250141322854153,1
0.618243293566247,1
-0.172623502645857,1
-2.22390027400994,1
-1.26361438497058,1
0.358728895971352,1
-0.0110454784656636,1
-0.940649162618608,1
-0.115825322156954,1
-0.814968708869917,1
0.242263480859686,1
-1.4250983947325,1
0.36594112304922,1
0.248412648872596,1
0.0652881816716207,1
0.0191563916602738,1
0.257338377155533,1
-0.649010077708898,1
-0.119168762418038,1
0.66413569989411,1
1.10096910219409,1
0.14377148075807,1
-0.117753598165951,1
-0.912068366948338,1
-1.43758624082998,1
-0.797089525071965,1
1.25408310644997,1
0.77214218580453,1
-0.21951562675344,1
-0.424810283377287,1
-0.418980099421959,1
0.996986860909106,1
-0.275778029088027,1
1.2560188173061,1
0.646674390495345,1
1.29931230256343,1
-0.873262111744435,1
0.00837095999603331,1
-0.880871723252545,1
0.59625901661066,1
0.119717641289537,1
-0.282173877322451,1
1.45598840106634,1
0.229019590694692,1
0.996543928544126,1
4.37354618925767,2
5.18364332422208,2
4.16437138758995,2
6.59528080213779,2
5.32950777181536,2
4.17953161588198,2
5.48742905242849,2
5.73832470512922,2
5.57578135165349,2
4.69461161284364,2
6.51178116845085,2
5.38984323641143,2
4.3787594194582,2
2.7853001128225,2
6.12493091814311,2
4.95506639098477,2
4.98380973690105,2
5.9438362106853,2
5.82122119509809,2
5.59390132121751,2
5.91897737160822,2
5.78213630073107,2
5.07456498336519,2
3.01064830413663,2
5.61982574789471,2
4.943871260471,2
4.84420449329467,2
3.52924761610073,2
4.52184994489138,2
5.4179415601997,2
6.35867955152904,2
4.897212272657,2
5.38767161155937,2
4.9461949594171,2
3.62294044317139,2
4.58500543670032,2
4.60571004628965,2
4.94068660328881,2
6.10002537198388,2
5.76317574845754,2
4.83547640374641,2
4.74663831986349,2
5.69696337540474,2
5.55666319867366,2
4.31124430545048,2
4.29250484303788,2
5.36458196213683,2
5.76853292451542,2
