"X","Y"
2.26295428488079,1
0.673766639294351,1
2.3297992629225,1
2.2724293214294,1
1.41464143445641,1
-0.53995004190371,1
0.0714329652864619,1
0.70527955320944,1
0.994232827252463,1
3.40465338885795,1
1.76359346114046,1
0.200990751010632,1
-0.147657009236351,1
0.710538426311777,1
0.700784882102684,1
0.588489167204933,1
1.25222344815613,1
0.108078872715431,1
1.43568329935572,1
-0.237538421929958,1
0.775732114721691,1
1.3773956459817,1
1.13333636081484,1
1.80418950974491,1
0.942893225616191,1
1.50360797223373,1
2.08576936214569,1
0.30904616030317,1
-0.284599353872188,1
1.04672617218835,1
0.764293443560499,1
0.457111744989746,1
0.566689682543218,1
0.350528353203767,1
1.72675074738545,1
2.1519117540872,1
1.9921603654458,1
0.570486890508119,1
2.23830410085338,1
0.720653718145731,1
2.75790308981071,1
1.56074609088806,1
0.547216027446842,1
0.167956703882168,1
-0.166570547084707,1
-0.0655905803882961,1
-0.563782051071005,1
2.15653699715018,1
1.83204712857239,1
0.772671308575245,1
1.2661373616721,1
0.623297281416372,1
3.44136462889459,1
0.204660882744628,1
0.945122526288421,1
1.25014132285415,1
1.61824329356625,1
0.827376497354143,1
-1.22390027400994,1
-0.263614384970583,1
1.35872889597135,1
0.988954521534336,1
0.0593508373813916,1
0.884174677843046,1
0.185031291130083,1
1.24226348085969,1
-0.4250983947325,1
1.36594112304922,1
1.2484126488726,1
1.06528818167162,1
1.01915639166027,1
1.25733837715553,1
0.350989922291102,1
0.880831237581962,1
1.66413569989411,1
2.10096910219409,1
1.14377148075807,1
0.882246401834049,1
0.0879316330516621,1
-0.437586240829979,1
0.202910474928035,1
2.25408310644997,1
1.77214218580453,1
0.780484373246561,1
0.575189716622713,1
0.581019900578041,1
1.99698686090911,1
0.724221970911973,1
2.2560188173061,1
1.64667439049534,1
2.29931230256343,1
0.126737888255565,1
1.00837095999603,1
0.119128276747455,1
1.59625901661066,1
1.11971764128954,1
0.717826122677549,1
2.45598840106634,1
1.22901959069469,1
1.99654392854413,1
1.78185918460026,1
0.223223378235403,1
0.384010092292082,1
1.046580302805,1
-0.130385777600692,1
1.57671878189649,1
-0.280749431788324,1
2.62544730346494,1
0.499303403997295,1
2.67829720781629,1
0.587480112517602,1
0.0277131644944403,1
1.02538286758781,1
1.02747533674519,1
-0.680182722395933,1
2.05375086302862,1
-0.11959910457218,1
1.33561720996882,1
1.49479576711316,1
1.13805270871174,1
0.881207974221172,1
1.1976842623458,1
-0.0686927112547859,1
0.196786782635259,1
-0.113765136319532,1
2.58009168370384,1
2.49781876103841,1
1.26264545866276,1
-0.232901199571264,1
0.99627646620782,1
2.51167228281089,1
