"V1","V2","V3"
0.151720714215081,-0.542598660475927,0.13275433157105
-0.163665941297249,-0.032306516559223,0.186061949818395
-0.00844863948954622,-0.233659649274515,0.286426681675948
0.219341257438667,0.28538075139535,0.454103894997388
0.231279018967493,-0.521674557389092,0.100840965518728
-0.104070304463537,0.0723011443611129,0.449194842483848
0.16353381421073,-0.540267146435725,0.472337634302676
0.455795786785255,-0.380210580373466,0.330398896243423
-0.180537285692344,0.373885368194945,0.31455702194944
-0.0204265281600597,0.394755882623778,0.0308931352337822
0.0276960162721593,0.0272036088891906,0.10298728744965
-0.110111978297625,0.0680020467711801,0.0882783762644976
-0.0669484135845029,0.0884547087686837,0.343511423328891
-0.303400509776386,0.30706093279378,0.192051859106869
0.0275492214703363,-0.23976193791274,0.384920709999278
-0.468747913935391,-0.119358826977805,0.248849621042609
0.312582964775445,-0.00903997291593268,0.358809254132211
-0.41407535985028,0.178454755839463,0.495953047415242
0.620012045207264,-0.0632804179804415,0.190017589717172
0.0150986687263015,-0.238305310070524,0.388722610659897
-0.459718279727647,-0.165151379762757,0.467352615552954
0.400440883471898,-0.429604140308978,0.106071260641329
-0.118491963402654,0.0610466957210292,0.325836883042939
-0.134691807690455,0.386671109056769,0.0627775479806587
-0.000550286200619246,0.0788866741386492,0.133610334363766
-0.163983684338047,-0.0360507953228663,0.193057046271861
0.033772762433497,-0.240240381953109,0.00669516657944769
0.0082945664566653,0.00140903284984233,0.191193978535011
0.0222737962029047,-0.239226748591112,0.434845422860235
-0.0364298803993362,-0.545227180865952,0.17017449834384
-0.0902024026453325,-0.19389253385135,0.241040057735518
0.295252304167173,-0.0676343702102232,0.299782912712544
0.118365397569062,0.357639936460721,0.246770653524436
0.309080341120562,-0.025140908454306,0.0931088007055223
-0.0813903442631991,0.0840567712274299,0.413686659303494
-0.292885380992405,-0.429495427611221,0.334233369096182
-0.218178509735495,0.35889632285836,0.39711993036326
-0.423884674334496,-0.26335970689905,0.0539718129439279
0.0144259052730649,0.0662710338674727,0.361855473020114
-0.43013254101022,0.147503164173878,0.205637214821763
0.113756508109612,-0.232025602619928,0.410473147057928
-0.324044025320646,-0.401324528941748,0.323530096909963
-0.111267134210213,0.391037831265682,0.39146638114471
-0.450402961405782,-0.197821741329039,0.276518155820668
0.273123838712175,0.214820339210436,0.264859790098853
0.309889786121861,0.12143261066664,0.394678115844727
-0.43653801739,-0.235410218510152,0.0116656011668965
0.0140338685281841,0.00423666465111805,0.238615032518283
0.287661029509824,-0.0846324395637224,0.3661568693351
-0.448808794452263,0.101424212560025,0.346365778241307
-0.327326579577875,0.286888758997437,0.238809811067767
0.288307033441578,-0.0832911727665824,0.43060473841615
-0.0933046570956119,-0.533008878585668,0.219048553612083
0.196096409417138,-0.193175464507767,0.122398638515733
-0.153482053833439,0.0100488780729601,0.0353395235724747
0.0280143213241662,0.0344579902169754,0.0497330800862983
0.0197107550936529,0.0593067458081016,0.158135853591375
-0.133700527635649,-0.147015504821285,0.259317131596617
0.316974076456783,0.0756113370564537,0.33100253820885
-0.186528741383627,0.371781492961109,0.203415093594231
0.0995403348629185,-0.235441642486011,0.456437962129712
0.262809783219948,-0.509824902834431,0.146801686380059
-0.157469357926357,-0.0960986896401467,0.229532863129862
0.251112668110924,-0.141914673623361,0.166197337093763
-0.106551002050787,-0.179624873174951,0.325435233535245
-0.130620528642699,0.387532749095271,0.129008390358649
-0.161294765420363,-0.0163043255099796,0.239272624137811
0.289816909530663,-0.0800870036328188,0.383155335322954
-0.471408665702104,-0.0979989209965125,0.0421234571840614
0.0259389305944547,0.0461429233925702,0.437660665018484
0.00222078946086706,-0.549976128267831,0.169536468922161
-0.0929500165586002,-0.191699795587464,0.419720175093971
-0.227922019980779,-0.475647149028226,0.173341744579375
-0.0758854716941507,-0.204181989604311,0.166887465398759
-0.103849016678614,-0.182199316585977,0.238175622536801
0.286180887287824,-0.0876423297115484,0.446099167922512
0.120213001085021,-0.547543690937415,0.432169735315256
-0.0725359106321344,-0.53821462068002,0.194994771736674
0.0458838501103268,-0.240703397613877,0.388660349417478
-0.459902471123456,-0.16440547582837,0.480308998608962
0.53115817947215,-0.286657755522044,0.217329742386937
0.186099369159049,-0.199882846102234,0.356257339357398
-0.398928787109544,0.203171688571898,0.199997184448875
0.0776464341295277,-0.239028703277263,0.162676075939089
-0.119424835143679,-0.165913236048126,0.378543574013747
-0.473806623802175,-0.0423090084460808,0.101346127572469
-0.105505731079051,0.0713296090864758,0.355560611234978
-0.394537030710404,0.209714760813401,0.0608459605136886
0.00317762216420479,0.0763952317622451,0.122744256979786
-0.153997169625707,0.00873992806634382,0.0716521897120401
-0.0205289976450621,0.087669295666317,0.119814707548358
-0.149286864870076,0.0195660478278407,0.0294671886367723
0.0273303999171579,0.02498474841179,0.321144129266031
-0.0869859835613827,0.39407539339973,0.438134606345557
0.00878098587646727,-0.550506157031795,0.389457338722423
-0.457453441971741,-0.173939920124823,0.39865441294387
-0.415012788328956,-0.280587285271764,0.227637226809748
0.242053428755749,-0.152443300479007,0.205042041023262
0.10995402855623,-0.23302479199136,0.405435121385381
-0.367562266575602,-0.352806946009814,0.302466645138338
0.0948333233867942,0.368070175479363,0.327361964038573
-0.150109461955977,0.383010032876817,0.176598635967821
-0.0600441657855574,-0.21364306231953,0.135130072943866
-0.164335649471274,-0.0427673504319163,0.496342030586675
0.6210877962433,-0.0572609959388637,0.316746632219292
-0.0424015316939129,0.395770659411751,0.106604067608714
-0.119898035742158,0.0597532023169071,0.0646861740387976
-0.00446403287007997,0.0811643756672852,0.239059017156251
0.289124443720281,-0.0815688481351117,0.462037234916352
0.335789693792859,-0.473663243998293,0.29938048357144
0.121812763367241,0.355946034465113,0.488085347460583
0.586051930921617,-0.180932633167405,0.365896255942062
-0.447815889048926,0.104287401862682,0.178363456041552
-0.0510169181103226,-0.218254839712912,0.215736845275387
0.176646041200974,-0.205652539023793,0.0741057803388685
-0.0267793657012719,0.0891905712143185,0.00653878774028271
0.00810617636984874,0.00134427344031285,0.357783033046871
-0.408164763187731,0.188533182012761,0.0515921178739518
0.0175517283377335,0.0624115264019689,0.223142174305394
0.218915152195909,-0.175229021195175,0.320050522568636
